_id,Codice_IPA,Denominazione_ente,Tipologia,homepage_status,framework_primario,framework_secondari,cms_primario,ui_frameworks,confidence,js_count,css_count,evidenze_count
3149,c_b722,Comune di Caramanico Terme,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,5,3,5
3150,c_b724,Comune di Carapelle,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,29,8,7
3151,c_b725,Comune di Carapelle Calvisio,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,26,9,10
3152,c_b726,Comune di Carasco,Pubbliche Amministrazioni,ok,,,,,low,0,0,0
3153,c_b727,Comune di Carassai,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3154,c_b729,Comune di Carate Brianza,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,6,3,5
3155,c_b730,Comune di Carate Urio,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,5,2
3156,c_b731,Comune di Caravaggio,Pubbliche Amministrazioni,ok,,WordPress,,Bootstrap Italia,low,5,3,5
3157,c_b732,Comune di Caravate,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,5,3,5
3158,c_b733,Comune di Caravino,Pubbliche Amministrazioni,ok,,Laravel,,Bootstrap Italia,low,6,7,4
3159,c_b734,Comune di Caravonica,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,high,3,6,6
3160,c_b735,Comune di Carbognano,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,5,3,5
3161,c_b736,Comune di Carbonara Scrivia,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,medium,3,4,4
3162,c_b738,Comune di Villasimius,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,11,1,16
3163,c_b740,Comune di Carbonara di Nola,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,5,2
3164,c_b741,Comune di Carbonara al Ticino,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,medium,2,0,4
3165,c_b742,Comune di Carbonate,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,9,5,2
3166,c_b743,Comune di Carbone,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,9,5,2
3167,c_b744,Comune di Carbonera,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,10,0,1
3168,c_b745,Comune di Carbonia,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3169,c_b748,Comune di Carcare,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,24,5,10
3170,c_b752,Comune di Carcoforo,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,medium,4,4,4
3171,c_b754,Comune di Cardano Al Campo,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,13,11,9
3172,c_b755,Comune di Carde',Pubbliche Amministrazioni,error,,,,,low,0,0,0
3173,c_b756,Comune di Cardeto,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3174,c_b758,Comune di Cardinale,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
3175,c_b759,Comune di Cardito,Pubbliche Amministrazioni,ok,,,,,low,0,0,0
3176,c_b760,Comune di Careggine,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3177,c_b762,Comune di Carema,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,medium,4,4,4
3178,c_b763,Comune di Carenno,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,5,3,1
3179,c_b765,Comune di Carentino,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,high,3,6,6
3180,c_b766,Comune di Careri,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,5,2
3181,c_b767,Comune di Caresana,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap,high,14,10,5
3182,c_b768,Comune di Caresanablot,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,high,3,6,6
3184,c_b771,Comune di Carfizzi,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,14,8,9
3185,c_b772,Comune di Cargeghe,Pubbliche Amministrazioni,ok,,Laravel,,Bootstrap Italia,low,6,7,4
3186,c_b774,Comune di Cariati,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,9,5,2
3187,c_b776,Comune di Carife,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,5,2
3188,c_b777,Comune di Carignano,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,medium,3,6,3
3189,c_b778,Comune di Carimate,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,5,3,5
3190,c_b779,Comune di Carinaro,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,medium,3,4,4
3191,c_b780,Comune di Carini,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,6,3,5
3192,C_B781,Comune di Carinola,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,0,1,4
3193,c_b782,Comune di Carisio,Pubbliche Amministrazioni,ok,,Laravel,,Bootstrap Italia,low,6,7,4
3194,c_b783,Comune di Carisolo,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,5,3,1
3195,c_b784,Comune di Carlantino,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3196,c_b785,Comune di Carlazzo,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,9,5,2
3197,c_b787,Comune di Carlentini,Pubbliche Amministrazioni,ok,WordPress,"React,jQuery",WordPress,Bootstrap Italia,high,25,6,34
3198,c_b788,Comune di Carlino,Pubbliche Amministrazioni,ok,,"React,jQuery",,Bootstrap Italia,low,9,2,5
3199,c_b789,Comune di Carloforte,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3200,c_b790,Comune di Carlopoli,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,26,6,12
3201,c_b791,Comune di Carmagnola,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,3,2
3202,c_b792,Comune di Carmiano,Pubbliche Amministrazioni,ok,Liferay,,Liferay,Bootstrap,high,36,4,5
3203,c_b794,Comune di Carmignano,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,3,2
3204,c_b795,Comune di Carmignano di Brenta,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,10,0,1
3205,c_b796,Comune di Carnago,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap,high,5,10,4
3206,c_b798,Comune di Carnate,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,5,3,5
3207,c_b799,Comune di Cornedo All'Isarco,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,high,19,7,5
3208,c_b801,Comune di Carobbio Degli Angeli,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
3209,c_b803,Comune di Carona,Pubbliche Amministrazioni,ok,,jQuery,,Bootstrap Italia,low,4,5,5
3210,c_b804,Comune di Caronia,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,31,11,13
3211,c_b805,Comune di Caronno Pertusella,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,5,3,5
3212,c_b807,Comune di Caronno Varesino,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,5,3,5
3213,c_b808,Comune di Carosino,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,32,10,13
3214,c_b809,Comune di Carovigno,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,5,3,5
3215,c_b810,Comune di Carovilli,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3216,c_b812,Comune di Carpaneto Piacentino,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,3,1,2
3217,c_b813,Comune di Carpanzano,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,13,8,16
3218,c_b816,Comune di Carpegna,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,7,6,2
3219,c_b817,Comune di Carpenedolo,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,5,3,5
3220,c_b818,Comune di Carpeneto,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,high,3,6,6
3221,c_b819,Comune di Carpi,Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,15,9,9
3222,c_b820,Comune di Carpiano,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,5,2
3223,c_b822,Comune di Carpignano Salentino,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,5,3,1
3224,C_B823,Comune di Carpignano Sesia,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3225,c_b824,Comune di Cura Carpignano,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,7,5,4
3226,c_b825,Comune di Carpineti,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3227,c_b826,Comune di Carpineto Sinello,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,5,3,5
3228,c_b828,Comune di Carpineto Romano,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,5,2
3229,c_b829,Comune di Carpino,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,5,4
3230,c_b830,Comune di Carpinone,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3231,c_b832,Comune di Carrara,Pubbliche Amministrazioni,ok,Laravel,,,Bootstrap Italia,medium,6,3,5
3232,c_b835,Comune di Carre',Pubbliche Amministrazioni,ok,WordPress,,WordPress,Bootstrap Italia,high,11,1,7
3233,c_b836,Comune di Carrega Ligure,Pubbliche Amministrazioni,ok,WordPress,,WordPress,,high,10,11,8
3234,c_b838,Comune di Carro,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3235,c_b839,Comune di Carrodano,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
3236,c_b840,Comune di Carrosio,Pubbliche Amministrazioni,ok,WordPress,jQuery,WordPress,Bootstrap Italia,high,32,12,13
3237,c_b841,Comune di Carru,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap Italia,medium,3,6,3
3238,c_b842,Comune di Carsoli,Pubbliche Amministrazioni,ok,,Laravel,,Bootstrap Italia,low,6,7,4
3239,c_b844,Comune di Cartigliano,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,2,1,2
3240,c_b845,Comune di Cartignano,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3241,c_b846,Comune di Cartoceto,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3242,c_b847,Comune di Cartosio,Pubbliche Amministrazioni,ok,ASP.NET,,,Bootstrap,medium,5,4,3
3243,c_b848,Comune di Cartura,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,10,0,1
3244,c_b850,Comune di Carugate,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3245,c_b851,Comune di Carugo,Pubbliche Amministrazioni,error,,,,,low,0,0,0
3246,c_b853,Comune di Carunchio,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,6,5,4
3247,c_b854,Comune di Carvico,Pubbliche Amministrazioni,ok,,,,Bootstrap,low,7,7,1
3248,c_b856,Comune di Carzano,Pubbliche Amministrazioni,ok,,,,Bootstrap Italia,low,5,3,1
